Serial,M1,M2,M3,M4,M5,M6,S2,D1,D2,D3,D4,D4A.1,D4B.1,D4C.1,D4D.1,D4D1.1,D4E.1,D4A.2,D4B.2,D4C.2,D4D.2,D4D1.2,D4E.2,D4A.3,D4B.3,D4C.3,D4D.3,D4D1.3,D4E.3,D4A.4,D4B.4,D4C.4,D4D.4,D4D1.4,D4E.4,D4A.5,D4B.5,D4C.5,D4D.5,D4D1.5,D4E.5,D4A.6,D4B.6,D4C.6,D4D.6,D4D1.6,D4E.6,D4A.7,D4B.7,D4C.7,D4D.7,D4D1.7,D4E.7,D4A.8,D4B.8,D4C.8,D4D.8,D4D1.8,D4E.8,D4A.9,D4B.9,D4C.9,D4D.9,D4D1.9,D4E.9,D4F.1,D4F.2.1,D4F.2.2,D4F.2.3,D4F.2.4,D4F.2.5,D4F.2.6,D4F.2.7,D4F.2.8,D4F.2.9,D4F.2.10,D4F.2.11,D4F.2.12,D4F.2.13,D4F.2.14,D4F.2.15,D4F.2.16,D4F.2.97,D4G.1,D4G.2.1,D4G.2.2,D4G.2.3,D4G.2.4,D4G.2.5,D4G.2.6,D4G.2.7,D4G.2.8,D4G.2.9,D4G.2.10,D4G.2.11,D4G.2.12,D4G.2.13,D4G.2.14,D4G.2.15,D4G.2.16,D4G.2.17,D4G.2.18,D4G.2.97,D4H,D4I,D4J,D4J.2.1,D4J.2.2,D4J.2.3,D4J.2.4,D4J.2.5,D4J.2.6,D4J.2.7,D4J.2.8,D4J.2.9,D4J.2.10,D4J.2.97,D5,D6,D7,D8,D9,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.97,Q14,Q15A,Q15B,Q15C,Q15D,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24J,Q24K,Q24L,Q24M,Q24N,Q24O,Q24P,Q24T,Q25,QN1,QN2,QN3,QN4,QN5,QN6,QN7,QN8,QN9,QN10,QN11
278,1,16513c20814,790613353,1,0,0,1,2,44,5,4,1,5,2,0,0,2,1,8,1,1,1,2,2,13,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10,15,30,25,10,6,1,1,1 2 3 4 5 8,1,2 12 13 16 17 18 20,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,6,0,0,0,0,0,0,0,0,0,0,0
279,1,16513c20961,790465744,1,0,0,1,1,65,7,5,2,4,2,0,0,2,1,5,2,0,0,2,2,7,2,0,0,2,2,9,1,1,2,1,1,10,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,6,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,20,30,25,25,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 10 11,U,1,U,U,U,U,U,U,U,2,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
280,1,16513c20316,790330704,2,0,1,1,2,27,4,3,1,1,2,0,0,2,1,5,2,0,0,2,2,10,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,1 2,1,6,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,3 5 6 9 10 11,10,20,15,15,6,2,1,1 2 3 4 5 6 8,1,12 13,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
281,1,16513c20731,790240296,2,1,0,1,2,71,6,2,1,12,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,2,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5 6 7 8 9 10 11,1,2,U,3,4,U,5,U,U,U,U,U,U,U,3 5 6 9 10 11,5,15,10,7,6,3,1,1 2 3 4 8,1,12 13 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
282,1,16513c20492,79866209,2,0,1,1,2,29,3,2,2,2.8,2,0,0,2,2,5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 8 9 10 11,1,2,U,U,U,U,U,3,4,U,5,U,U,U,5 6 7 9 10 11,U,15,13,12,6,2,1,1 2 3 4 5 6,1,2 12 13 14 15,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
283,1,16513c20066,797457810,2,0,0,1,1,49,5,3,1,3,2,0,0,2,2,6,2,0,0,2,1,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,3 5 6 7 9 10 11,10,25,15,10,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
285,1,16513C20041,790248045,2,0,1,1,1,31,4,2,2,1,2,0,0,2,2,3.5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 7 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,5 6 7 9 10 11,U,15,15,10,7,2,1,1 2 3 4 5 6,1,2 12 13 14 15 17 18 20,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
286,1,16513c20535,790137306,2,0,1,1,2,44,3,2,1,13,1,1,1,2,1,15,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 9 10,10,10,10,10,6,3,1,1 2 3 4,1,2 12 13 14 16,0,1 2 3 9 10 11 12,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
287,1,16513c20171,798681255,2,0,1,1,1,52,5,3,2,9,2,0,0,2,1,11,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,10,20,20,10,6,2,1,1 2 3 5,1,12 13 14 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
288,1,16513c20897,797408992,1,0,0,1,1,41,8,6,1,2,2,0,0,2,1,5,2,0,0,2,1,9,1,1,1,1,2,10,1,1,1,2,2,10,1,1,1,2,1,14,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,6,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 5 6 7 9 10 11,30,40,30,20,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
289,1,16513C20223,778238415,1,0,1,1,2,40,6,5,2,6,2,0,0,2,1,9,2,0,0,2,2,11,1,1,1,2,1,13,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 4 6 9 10 11,30,30,20,20,6,1,1,1 2 3,1,2 12 13 14 16 17 18,0,1 2 9 10 11,U,1,U,U,U,U,U,U,2,U,3,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
290,1,16513C20534,779958340,1,0,0,3,2,45,8,5,2,4,2,0,0,2,2,8,1,1,1,2,1,10,1,1,1,2,2,12,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 9 10 11,1,2,3,4,U,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,30,40,30,20,6,1,1,1 2 3 4 5 8,1,2 12 13 14 16,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,8,0,0,0,0,0,0,0,0,0,0,0
291,1,16513C20667,798725315,2,0,0,1,2,27,6,5,2,2,2,0,0,2,2,6,2,0,0,2,2,7,1,1,1,2,2,7,1,1,1,2,2,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,6,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,30,30,20,20,3,1,1,1 2 4 5 6,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
292,1,16513C20084,788985562,1,0,1,1,2,46,6,3,2,12,2,0,0,1,1,14,2,0,0,1,2,15,2,0,0,1,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,5,U,U,U,U,U,U,U,5 9 10 11,U,15,15,10,3,3,1,1 2 4,1,2 12 17 18,0,1 2 3 9 10 11 14,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
293,1,19912c12154,797935013,2,0,0,10,1,35,4,2,2,1,2,0,0,2,2,3,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,5 6 7 9 10 11,U,10,20,10,7,3,1,4 5 6,1,3 14 15 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
294,1,19912c15754,791535184,2,0,0,1,1,28,4,2,1,2.5,2,0,0,2,1,8,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,5 6 7 9 10 11,U,10,20,10,7,3,1,1 2 5 6,1,2 13 14 15,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
295,1,19912c07291,798975785,1,0,0,1,1,40,6,4,1,2.5,2,0,0,2,1,6,2,0,0,2,1,8,1,1,1,2,1,10,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1 2,1,4,2,0,1,1,2,1,2,0,1,1 2 3 4 5 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,20,20,25,15,7,1,1,1 2 4 5 6 8,1,2 3 4 5 6 17 18,0,1 2 3 9 10 11 12,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
296,1,19912c07348,786939883,1,0,0,1,2,36,6,4,2,5,2,0,0,2,1,7,1,1,1,2,2,12,1,1,1,2,1,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1 2,1,6,1,5,1,1,1,1,2,0,1,1 2 3 4 5 9 10 11,1,2,5,3,U,U,U,U,4,U,U,U,U,U,3,30,U,U,U,3,1,1,1 2 3 4 8,1,2 12 13 16 17 18,0,1 2 3 9 10 11 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
297,1,19912c07397,777275911,1,0,0,1,1,32,4,2,2,2,2,0,0,2,1,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1 2,1,4,1,5,1,1,1,1,2,0,1,3 4 7 8 9 11,U,U,U,1,U,U,4,2,3,U,5,U,U,U,6 7 9 10 11,U,10,15,15,7,3,1,1 2 3 4 5 6,1,13 14 15 17 18,0,1 2 3 9,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
299,1,16513c20623,790308573,1,0,1,1,1,43,8,5,1,6,1,1,1,2,2,8,1,1,1,2,1,13,1,1,1,2,2,14,1,1,1,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 9 10 11,35,40,30,15,6,1,1,1 2 3 4 8,1,2 12 13 16 17 18,0,1 2 3 9 10 11 12 14,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
300,1,16513c02331,790474451,2,0,1,1,2,46,6,5,1,4,2,0,0,2,1,10,1,1,1,2,2,12,1,1,1,2,1,14,1,1,1,2,1,17,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 4 5 6 7 9 10 11,30,35,25,10,6,1,1,1 2 3 4 5 8,1,2 13 14 15 16 17 18,0,1 2 9 10 15,U,1,U,U,U,U,U,U,2,3,U,U,U,U,U,U,U,11,0,0,0,0,0,0,0,0,0,0,0
301,1,19912C06282,788086770,2,0,0,1,1,44,9,7,1,1,2,0,0,2,2,4,2,0,0,2,1,7,2,0,0,2,2,9,2,0,0,2,2,11,2,0,0,2,1,14,2,0,0,2,2,14,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 8 9 10 11,1,2,3,U,U,U,U,4,5,U,U,U,U,U,5 6 7 9 10 11,U,50,50,40,6,1,1,1 2 3 4 5 6,1,2 12 13 14 15 16 17 18 19 20,0,1 2 3 9 10 11,U,1,U,U,U,U,U,U,2,U,3,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
302,1,16513C18775,798657735,2,0,1,10,2,26,5,3,2,5,2,0,0,2,1,6,2,0,0,1,2,10,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,2,0,0,0,0,0,0,0,0,0,0,0,U,U,U,U,U,U,U,U,U,U,U,U,U,U,0,U,U,U,U,0,0,0,0,0,0,0,0,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,0,1,0,2,0,0,2,0,0,0,0,0
303,1,16513c20958,79653125,2,0,1,1,2,33,6,5,1,3,2,0,0,2,2,8,1,1,1,2,2,10,1,1,1,2,1,12,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 8 9 10 11,1,2,U,3,4,U,U,U,U,5,U,U,U,U,1 3 5 6 7 9 10 11,20,40,6,10,6,1,1,1 2 3 4 5 6 8,1,2 13 14 15 16 17 20,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
304,1,16513c20471,790113829,2,1,0,1,1,37,4,3,1,5,2,0,0,2,2,11,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,6,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 4 5 9 10 11,1,U,U,2,3,U,U,U,U,U,4,U,U,U,2 3 5 6 9 10,15,25,15,5,6,1,1,1 2 3 4 7 8,1,13,0,1 2 3 9,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
305,1,16513c20373,798544846,2,0,1,1,1,45,5,2,1,14,1,1,1,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,99,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5 6 7 9 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 9 10 11,5,20,10,15,6,1,1,1 2 3,1,2 13 14 16 17,0,1 2 3 9 10 11 12,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
306,1,16513c20194,799807695,1,0,0,1,2,24,9,3,1,2,2,0,0,2,1,5,2,0,0,2,2,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,3 4 5 6 7 9 10 11,10,20,15,15,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 16 17 18,0,1 2 3 4 9 10 11 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
307,1,16513c20938,798993715,1,0,0,1,2,21,4,2,1,2.3,2,0,0,2,1,5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,2,1,5,1,2,1,1,2,0,1,1 2 3 4 8 9,1,2,4,U,U,U,U,5,3,U,U,U,U,U,5 6 7 9 10 11,U,20,10,10,6,2,1,5 6,1,14,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,U,U,3,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
308,1,16513c20230,798129368,2,0,0,1,1,51,4,3,1,10,1,1,1,2,1,15,1,1,1,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,U,3,U,U,U,4,5,U,U,U,U,3 5 6 9 10,15,20,15,10,6,3,1,1 2 3 4,1,2 12 13 17,0,1 2 3 9 10 11 12 14,U,1,2,U,U,U,U,U,U,U,U,3,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
